name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Stephen Curry","Golden State Warriors",2017-11-04,2017,3975,1610612744,400974886,3,7,01,1,"Jump Shot","3PT Field Goal",24,"Denver Nuggets",-237,42,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,3,0,36,1,"Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",-112,-1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-04,2017,3975,1610612744,400974886,2,2,15,0,"Jump Shot","3PT Field Goal",26,"Denver Nuggets",-140,226,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-04,2017,3975,1610612744,400974886,2,3,39,1,"Jump Shot","3PT Field Goal",24,"Denver Nuggets",163,189,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-04,2017,3975,1610612744,400974886,1,4,09,0,"Jump Shot","2PT Field Goal",10,"Denver Nuggets",36,99,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-04,2017,3975,1610612744,400974886,3,2,42,0,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",-1,252,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-04,2017,3975,1610612744,400974886,2,2,35,1,"Jump Shot","3PT Field Goal",23,"Denver Nuggets",236,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,3,2,11,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",166,199,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,1,5,59,1,"Jump Shot","3PT Field Goal",26,"Miami Heat",-174,197,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,1,3,31,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",9,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,3,11,05,1,"Jump Shot","3PT Field Goal",25,"Miami Heat",-203,148,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,2,5,51,0,"Jump Shot","3PT Field Goal",23,"Miami Heat",-228,62,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,3,9,40,1,"Jump Shot","3PT Field Goal",25,"Miami Heat",-201,153,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,1,1,18,1,"Jump Shot","3PT Field Goal",23,"Miami Heat",-231,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-03,2017,3975,1610612744,400975086,1,0,28,1,"Jump Shot","3PT Field Goal",28,"Miami Heat",-127,252,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,1,5,15,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",-226,113,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,1,7,26,0,"Jump Shot","3PT Field Goal",22,"New York Knicks",227,12,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,3,8,08,1,"Jump Shot","3PT Field Goal",26,"New York Knicks",152,215,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,1,8,36,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",-221,121,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,2,4,42,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",133,220,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,1,10,09,1,"Jump Shot","3PT Field Goal",26,"New York Knicks",-19,263,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,1,0,04,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",-150,206,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,4,3,58,1,"Jump Shot","3PT Field Goal",26,"New York Knicks",2,264,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,3,0,43,0,"Jump Shot","3PT Field Goal",28,"New York Knicks",-131,255,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,3,8,46,0,"Jump Shot","2PT Field Goal",17,"New York Knicks",-78,159,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,3,4,24,1,"Jump Shot","3PT Field Goal",24,"New York Knicks",-211,122,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-23,2017,3975,1610612744,400975445,2,1,22,1,"Jump Shot","3PT Field Goal",25,"New York Knicks",-170,188,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,3,3,44,1,"Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-13,266,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,3,7,33,1,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",180,185,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,1,2,41,0,"Jump Shot","2PT Field Goal",20,"Los Angeles Clippers",198,36,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,1,0,01,1,"Jump Shot","3PT Field Goal",37,"Los Angeles Clippers",-79,362,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,2,2,37,1,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-20,251,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,3,2,56,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",61,250,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-22,2017,3975,1610612744,400975618,1,3,09,0,"Jump Shot","2PT Field Goal",17,"Los Angeles Clippers",152,81,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,2,1,51,0,"Jump Shot","3PT Field Goal",25,"Atlanta Hawks",63,242,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,2,0,53,1,"Jump Shot","3PT Field Goal",22,"Dallas Mavericks",225,41,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-13,2017,3975,1610612744,400975377,3,10,51,0,"Jump Shot","3PT Field Goal",24,"Toronto Raptors",-209,133,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-13,2017,3975,1610612744,400975377,3,6,09,1,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",-164,189,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-13,2017,3975,1610612744,400975377,1,3,28,0,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",99,230,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-13,2017,3975,1610612744,400975377,3,4,14,0,"Jump Shot","3PT Field Goal",23,"Toronto Raptors",-230,-11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,1,0,28,1,"Jump Shot","2PT Field Goal",21,"New Orleans Pelicans",-214,5,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,3,6,20,0,"Jump Shot","3PT Field Goal",27,"Dallas Mavericks",144,231,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,1,8,01,1,"Jump Shot","2PT Field Goal",17,"Dallas Mavericks",-69,156,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,1,8,55,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",226,109,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,1,2,21,0,"Jump Shot","3PT Field Goal",28,"Dallas Mavericks",156,237,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,1,3,35,1,"Jump Shot","3PT Field Goal",26,"Dallas Mavericks",130,227,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,1,2,57,1,"Jump Shot","3PT Field Goal",26,"Dallas Mavericks",160,211,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,2,3,31,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",167,199,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-08,2017,3975,1610612744,400975561,3,5,02,1,"Jump Shot","3PT Field Goal",28,"Dallas Mavericks",128,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-29,2017,3975,1610612744,400974842,2,1,12,0,"Jump Shot","3PT Field Goal",34,"Detroit Pistons",2,341,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-29,2017,3975,1610612744,400974842,1,3,51,1,"Jump Shot","2PT Field Goal",21,"Detroit Pistons",-205,46,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-29,2017,3975,1610612744,400974842,3,11,18,1,"Jump Shot","2PT Field Goal",14,"Detroit Pistons",68,124,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-29,2017,3975,1610612744,400974842,1,8,50,1,"Jump Shot","3PT Field Goal",25,"Detroit Pistons",189,168,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-29,2017,3975,1610612744,400974842,1,3,26,1,"Jump Shot","3PT Field Goal",24,"Detroit Pistons",-100,226,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-29,2017,3975,1610612744,400974842,2,4,38,0,"Jump Shot","3PT Field Goal",25,"Detroit Pistons",223,117,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-21,2017,3975,1610612744,400974784,2,6,32,0,"Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",79,251,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-21,2017,3975,1610612744,400974784,3,11,44,1,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",22,250,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,3,4,42,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",-190,167,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,1,7,09,0,"Jump Shot","3PT Field Goal",29,"Miami Heat",-84,280,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,2,5,43,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",58,247,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,1,10,11,0,"Jump Shot","2PT Field Goal",15,"Miami Heat",-112,111,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,1,4,52,0,"Jump Shot","2PT Field Goal",7,"Miami Heat",-7,79,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,1,4,42,0,"Jump Shot","2PT Field Goal",19,"Miami Heat",-194,13,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,1,1,03,0,"Jump Shot","3PT Field Goal",26,"Miami Heat",26,259,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,3,5,34,1,"Jump Shot","2PT Field Goal",15,"Miami Heat",98,121,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,3,3,48,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",94,242,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-06,2017,3975,1610612744,400974899,3,9,55,1,"Jump Shot","3PT Field Goal",25,"Miami Heat",-128,222,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,2,5,58,0,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",190,187,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,3,6,50,1,"Jump Shot","3PT Field Goal",27,"New Orleans Pelicans",-94,256,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,1,3,32,0,"Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",217,127,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,1,10,12,1,"Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",221,136,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,1,2,15,0,"Jump Shot","3PT Field Goal",27,"New Orleans Pelicans",76,266,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,3,5,56,1,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-137,225,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,3,1,50,1,"Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-236,-22,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,2,1,30,0,"Jump Shot","2PT Field Goal",22,"New Orleans Pelicans",66,219,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,1,8,33,0,"Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-222,74,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,3,4,12,0,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",89,246,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,3,1,11,0,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",127,231,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-04,2017,3975,1610612744,400975097,3,0,44,1,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-182,197,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,2,4,23,1,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",206,133,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,3,9,43,0,"Jump Shot","3PT Field Goal",22,"Atlanta Hawks",225,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,1,5,24,1,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-221,113,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,3,11,17,1,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",126,215,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,1,10,00,0,"Jump Shot","3PT Field Goal",26,"Atlanta Hawks",-111,246,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,2,1,04,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",117,217,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-02,2017,3975,1610612744,400975674,3,10,43,0,"Jump Shot","3PT Field Goal",23,"Atlanta Hawks",224,84,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-17,2017,3975,1610612744,400974438,4,0,05,0,"Jump Shot","3PT Field Goal",25,"Houston Rockets",-210,145,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-17,2017,3975,1610612744,400974438,4,3,07,0,"Jump Shot","3PT Field Goal",26,"Houston Rockets",45,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-17,2017,3975,1610612744,400974438,3,7,15,1,"Jump Shot","2PT Field Goal",13,"Houston Rockets",130,17,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-17,2017,3975,1610612744,400974438,3,10,06,0,"Jump Shot","3PT Field Goal",26,"Houston Rockets",168,208,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-17,2017,3975,1610612744,400974438,1,8,09,1,"Jump Shot","3PT Field Goal",25,"Houston Rockets",95,242,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-17,2017,3975,1610612744,400974438,4,7,33,0,"Jump Shot","3PT Field Goal",26,"Houston Rockets",-74,256,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-17,2017,3975,1610612744,400974438,2,8,15,0,"Jump Shot","3PT Field Goal",27,"Houston Rockets",-127,239,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-25,2017,3975,1610612744,400975459,4,1,38,1,"Jump Shot","3PT Field Goal",27,"Minnesota Timberwolves",165,218,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-16,2017,3975,1610612744,400974966,1,8,00,1,"Jump Shot","3PT Field Goal",26,"Boston Celtics",-78,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,1,7,08,1,"Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-231,-25,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,1,10,36,0,"Jump Shot","3PT Field Goal",22,"Los Angeles Clippers",-229,-8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,3,1,18,1,"Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-165,206,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,1,2,18,0,"Jump Shot","3PT Field Goal",22,"Los Angeles Clippers",-221,39,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,1,0,07,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",163,186,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,2,1,23,0,"Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-77,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,3,0,01,1,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",12,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,3,3,53,1,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",154,201,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,3,5,58,1,"Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-233,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-30,2017,3975,1610612744,400974851,2,1,17,1,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",76,244,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-16,2017,3975,1610612744,400974966,4,0,04,0,"Jump Shot","3PT Field Goal",24,"Boston Celtics",127,211,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-16,2017,3975,1610612744,400974966,1,6,46,0,"Jump Shot","3PT Field Goal",26,"Boston Celtics",-136,224,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-16,2017,3975,1610612744,400974966,3,2,42,0,"Jump Shot","3PT Field Goal",25,"Boston Celtics",-136,216,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-16,2017,3975,1610612744,400974966,4,4,41,1,"Jump Shot","3PT Field Goal",24,"Boston Celtics",-121,217,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,3,3,09,0,"Jump Shot","3PT Field Goal",28,"Dallas Mavericks",-100,267,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,2,2,08,0,"Jump Shot","3PT Field Goal",22,"Dallas Mavericks",-228,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,3,3,25,1,"Jump Shot","2PT Field Goal",8,"Dallas Mavericks",76,44,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,2,6,59,1,"Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-233,-5,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,1,6,59,0,"Jump Shot","3PT Field Goal",26,"Dallas Mavericks",174,199,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,3,10,24,1,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",179,173,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,1,0,21,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",-102,224,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,3,1,09,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",206,137,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,1,7,59,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",-168,174,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,3,0,07,1,"Jump Shot","2PT Field Goal",22,"Dallas Mavericks",155,157,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,2,0,24,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",180,187,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-23,2017,3975,1610612744,400974796,2,5,07,0,"Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-59,232,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-25,2017,3975,1610612744,400975459,2,5,25,1,"Jump Shot","3PT Field Goal",27,"Minnesota Timberwolves",-169,216,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-25,2017,3975,1610612744,400975459,3,8,23,1,"Jump Shot","2PT Field Goal",21,"Minnesota Timberwolves",82,199,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-25,2017,3975,1610612744,400975459,2,3,01,0,"Jump Shot","3PT Field Goal",28,"Minnesota Timberwolves",-144,244,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-29,2017,3975,1610612744,400975063,5,4,29,1,"Jump Shot","3PT Field Goal",26,"Los Angeles Lakers",136,222,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-29,2017,3975,1610612744,400975063,4,1,11,0,"Jump Shot","2PT Field Goal",21,"Los Angeles Lakers",-107,188,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-29,2017,3975,1610612744,400975063,5,4,02,1,"Jump Shot","3PT Field Goal",26,"Los Angeles Lakers",122,236,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-29,2017,3975,1610612744,400975063,3,10,23,1,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-210,150,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,3,4,27,0,"Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-234,-4,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,3,4,45,1,"Jump Shot","2PT Field Goal",17,"Oklahoma City Thunder",-102,142,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,3,5,23,1,"Jump Shot","3PT Field Goal",26,"Sacramento Kings",-195,174,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,1,5,14,0,"Jump Shot","3PT Field Goal",22,"Sacramento Kings",-228,25,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,1,7,49,0,"Jump Shot","3PT Field Goal",22,"Sacramento Kings",-229,-4,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,1,11,09,0,"Jump Shot","3PT Field Goal",23,"Sacramento Kings",230,67,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,3,4,51,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",-4,253,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,4,3,11,0,"Jump Shot","3PT Field Goal",26,"Sacramento Kings",76,258,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,4,2,10,0,"Jump Shot","3PT Field Goal",23,"Sacramento Kings",234,22,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-02,2017,3975,1610612744,400975520,3,8,51,1,"Jump Shot","3PT Field Goal",23,"Sacramento Kings",231,50,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,2,2,46,1,"Jump Shot","2PT Field Goal",22,"Minnesota Timberwolves",49,216,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,1,4,51,0,"Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",-92,169,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,2,4,26,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",14,259,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,3,5,30,0,"Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",116,236,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,3,8,49,1,"Jump Shot","2PT Field Goal",15,"Minnesota Timberwolves",7,150,0,0.00,,0.00,0.00
