name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,1,3,50,0,"Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",-128,134,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,1,3,10,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-7,259,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,3,10,09,0,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-155,195,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,2,1,39,1,"Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",-163,215,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,2,0,03,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",130,220,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-08,2017,3975,1610612744,400974914,1,0,12,1,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",129,220,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,1,0,07,1,"Jump Shot","3PT Field Goal",29,"Orlando Magic",-81,279,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-08,2017,3975,1610612744,400975343,1,8,14,0,"Jump Shot","3PT Field Goal",27,"Denver Nuggets",-89,259,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-08,2017,3975,1610612744,400975343,2,0,02,0,"Jump Shot","3PT Field Goal",26,"Denver Nuggets",199,180,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-08,2017,3975,1610612744,400975343,4,4,21,0,"Jump Shot","3PT Field Goal",26,"Denver Nuggets",169,203,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-08,2017,3975,1610612744,400975343,1,6,17,0,"Jump Shot","3PT Field Goal",22,"Denver Nuggets",-228,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-08,2017,3975,1610612744,400975343,3,9,54,1,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",117,222,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-08,2017,3975,1610612744,400975343,1,5,43,0,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",-95,238,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-08,2017,3975,1610612744,400975343,1,7,19,1,"Jump Shot","3PT Field Goal",26,"Denver Nuggets",154,212,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,1,10,22,1,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",140,210,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,3,8,49,0,"Jump Shot","3PT Field Goal",23,"Chicago Bulls",-231,1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,2,0,00,0,"Jump Shot","3PT Field Goal",50,"Chicago Bulls",144,480,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,3,5,18,1,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",185,168,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,2,3,22,0,"Jump Shot","3PT Field Goal",23,"Chicago Bulls",230,64,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,2,3,50,1,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",47,252,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,3,11,49,0,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",73,235,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,1,6,42,1,"Jump Shot","2PT Field Goal",20,"Chicago Bulls",-122,162,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,3,3,52,0,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",-152,198,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,1,3,52,1,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",87,244,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,3,9,23,1,"Jump Shot","3PT Field Goal",26,"Chicago Bulls",18,261,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,1,9,16,0,"Jump Shot","2PT Field Goal",4,"Chicago Bulls",42,22,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,3,6,46,1,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",-75,232,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-17,2017,3975,1610612744,400975403,3,8,02,1,"Jump Shot","2PT Field Goal",20,"Chicago Bulls",132,158,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,1,9,56,1,"Jump Shot","3PT Field Goal",25,"Orlando Magic",19,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,3,5,55,1,"Jump Shot","2PT Field Goal",17,"Orlando Magic",49,167,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,3,5,24,1,"Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-144,218,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,1,1,28,0,"Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",-168,217,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-25,2017,3975,1610612744,400974814,1,7,34,0,"Jump Shot","2PT Field Goal",6,"Toronto Raptors",-19,58,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-25,2017,3975,1610612744,400974814,1,3,38,0,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",-209,142,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-25,2017,3975,1610612744,400974814,1,10,42,0,"Jump Shot","3PT Field Goal",26,"Toronto Raptors",123,233,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,2,2,08,0,"Jump Shot","3PT Field Goal",23,"Washington Wizards",231,10,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-25,2017,3975,1610612744,400974814,1,0,05,0,"Jump Shot","3PT Field Goal",26,"Toronto Raptors",160,206,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-25,2017,3975,1610612744,400974814,4,3,41,0,"Jump Shot","3PT Field Goal",27,"Toronto Raptors",-9,272,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-25,2017,3975,1610612744,400974814,3,0,28,0,"Jump Shot","3PT Field Goal",26,"Toronto Raptors",-156,214,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-25,2017,3975,1610612744,400974814,1,3,52,0,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",-116,231,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-22,2017,3975,1610612744,400975014,2,3,02,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",226,92,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-22,2017,3975,1610612744,400975014,3,7,55,0,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",152,199,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-22,2017,3975,1610612744,400975014,2,2,38,1,"Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-225,81,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-22,2017,3975,1610612744,400975014,3,0,05,1,"Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",83,250,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-22,2017,3975,1610612744,400975014,1,4,07,1,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",166,179,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-22,2017,3975,1610612744,400975014,1,11,24,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-229,86,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-27,2017,3975,1610612744,400975474,1,3,39,0,"Jump Shot","3PT Field Goal",25,"Boston Celtics",141,209,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,1,1,04,0,"Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",226,78,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,3,2,14,0,"Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",-227,-1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,3,6,41,1,"Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",236,20,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,2,1,24,1,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-166,191,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,1,7,41,1,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",176,186,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,2,0,00,0,"Jump Shot","3PT Field Goal",62,"Oklahoma City Thunder",-144,609,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-24,2017,3975,1610612744,400975633,3,10,24,0,"Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",232,14,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,3,1,42,0,"Jump Shot","3PT Field Goal",22,"Orlando Magic",-226,17,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,3,10,12,0,"Jump Shot","2PT Field Goal",12,"Orlando Magic",-102,71,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-10,2017,3975,1610612744,400975577,1,0,02,0,"Jump Shot","3PT Field Goal",26,"San Antonio Spurs",-156,209,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-27,2017,3975,1610612744,400975474,1,8,35,0,"Jump Shot","3PT Field Goal",25,"Boston Celtics",-196,162,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,3,3,10,0,"Jump Shot","2PT Field Goal",23,"Orlando Magic",92,214,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,1,3,55,1,"Jump Shot","3PT Field Goal",24,"Orlando Magic",116,221,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,4,5,14,0,"Jump Shot","3PT Field Goal",26,"Orlando Magic",119,241,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,1,0,48,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",-170,194,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,1,7,03,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",-126,225,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-12-01,2017,3975,1610612744,400975069,2,0,09,0,"Jump Shot","3PT Field Goal",27,"Orlando Magic",93,260,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-03,2017,3975,1610612744,400975528,4,0,21,1,"Jump Shot","3PT Field Goal",31,"Denver Nuggets",-134,281,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,5,48,1,"Jump Shot","2PT Field Goal",18,"Philadelphia 76ers",-55,173,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,3,7,56,1,"Jump Shot","2PT Field Goal",20,"Philadelphia 76ers",72,193,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,3,26,0,"Jump Shot","2PT Field Goal",21,"Philadelphia 76ers",-163,145,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-10,2017,3975,1610612744,400975577,1,6,28,1,"Jump Shot","3PT Field Goal",25,"San Antonio Spurs",127,226,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-02,2017,3975,1610612744,400974868,1,0,03,1,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",229,75,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-10,2017,3975,1610612744,400975577,2,0,12,0,"Jump Shot","3PT Field Goal",27,"San Antonio Spurs",-102,251,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-10,2017,3975,1610612744,400975577,1,3,16,0,"Jump Shot","3PT Field Goal",26,"San Antonio Spurs",128,231,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-10,2017,3975,1610612744,400975577,2,1,08,1,"Jump Shot","3PT Field Goal",26,"San Antonio Spurs",104,247,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-10,2017,3975,1610612744,400975577,1,3,50,1,"Jump Shot","3PT Field Goal",23,"San Antonio Spurs",223,66,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-10,2017,3975,1610612744,400975577,3,0,00,0,"Jump Shot","3PT Field Goal",65,"San Antonio Spurs",-7,657,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,1,58,1,"Jump Shot","2PT Field Goal",19,"Philadelphia 76ers",-121,148,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,3,1,59,1,"Jump Shot","3PT Field Goal",27,"Philadelphia 76ers",141,241,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,0,00,0,"Jump Shot","3PT Field Goal",29,"Philadelphia 76ers",1,296,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,3,1,22,0,"Jump Shot","2PT Field Goal",18,"Philadelphia 76ers",105,150,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,3,9,38,1,"Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-140,229,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,3,4,40,1,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",94,232,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,3,11,11,1,"Jump Shot","2PT Field Goal",21,"Philadelphia 76ers",88,194,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,4,3,19,0,"Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",142,218,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,0,41,1,"Jump Shot","2PT Field Goal",14,"Philadelphia 76ers",-11,144,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,2,5,25,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-155,207,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,2,0,42,0,"Jump Shot","3PT Field Goal",27,"Philadelphia 76ers",-94,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,2,4,12,0,"Jump Shot","2PT Field Goal",12,"Philadelphia 76ers",-7,127,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,3,0,48,1,"Jump Shot","3PT Field Goal",28,"Philadelphia 76ers",106,266,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,11,14,0,"Jump Shot","2PT Field Goal",22,"Philadelphia 76ers",102,202,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,6,08,0,"Jump Shot","3PT Field Goal",27,"Philadelphia 76ers",136,239,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-18,2017,3975,1610612744,400974982,1,9,00,0,"Jump Shot","2PT Field Goal",12,"Philadelphia 76ers",128,-17,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-19,2017,3975,1610612744,400974987,1,0,04,0,"Jump Shot","3PT Field Goal",25,"Brooklyn Nets",207,150,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-20,2017,3975,1610612744,400975425,1,10,18,0,"Jump Shot","3PT Field Goal",25,"Houston Rockets",103,232,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,2,4,45,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",-68,248,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,1,7,55,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",-226,126,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,1,1,03,1,"Jump Shot","3PT Field Goal",26,"Washington Wizards",120,237,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,3,9,08,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",-171,193,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,3,7,21,0,"Jump Shot","3PT Field Goal",23,"Washington Wizards",232,-8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,1,2,00,0,"Jump Shot","3PT Field Goal",26,"Washington Wizards",98,247,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,4,0,51,0,"Jump Shot","3PT Field Goal",29,"Washington Wizards",51,287,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,2,4,01,0,"Jump Shot","3PT Field Goal",29,"Washington Wizards",140,260,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,3,0,57,1,"Jump Shot","3PT Field Goal",27,"Washington Wizards",111,255,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,1,4,38,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",-229,112,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-27,2017,3975,1610612744,400974826,1,0,11,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",145,206,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-19,2017,3975,1610612744,400974987,2,4,23,0,"Jump Shot","3PT Field Goal",25,"Brooklyn Nets",-200,152,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-19,2017,3975,1610612744,400974987,1,2,34,1,"Jump Shot","3PT Field Goal",25,"Brooklyn Nets",40,256,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-03,2017,3975,1610612744,400975528,2,1,12,0,"Jump Shot","3PT Field Goal",24,"Denver Nuggets",54,243,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-03,2017,3975,1610612744,400975528,3,1,58,0,"Jump Shot","3PT Field Goal",26,"Denver Nuggets",-186,193,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-03,2017,3975,1610612744,400975528,1,8,45,1,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",177,188,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-19,2017,3975,1610612744,400974987,4,4,15,0,"Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-115,137,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-03,2017,3975,1610612744,400975528,1,1,20,0,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",111,231,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-03,2017,3975,1610612744,400975528,1,2,06,0,"Jump Shot","3PT Field Goal",27,"Denver Nuggets",190,199,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-19,2017,3975,1610612744,400974987,3,7,10,0,"Jump Shot","3PT Field Goal",22,"Brooklyn Nets",221,13,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-19,2017,3975,1610612744,400974987,2,3,20,0,"Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-230,1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-19,2017,3975,1610612744,400974987,3,5,40,0,"Jump Shot","3PT Field Goal",24,"Brooklyn Nets",201,141,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-03,2017,3975,1610612744,400975528,1,7,29,1,"Jump Shot","3PT Field Goal",24,"Denver Nuggets",214,120,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-11,2017,3975,1610612744,400974935,2,4,56,1,"Jump Shot","2PT Field Goal",20,"Philadelphia 76ers",-157,136,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-27,2017,3975,1610612744,400975474,3,8,53,0,"Jump Shot","2PT Field Goal",21,"Boston Celtics",-168,134,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-27,2017,3975,1610612744,400975474,3,0,29,0,"Jump Shot","2PT Field Goal",12,"Boston Celtics",-1,128,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-27,2017,3975,1610612744,400975474,1,1,34,0,"Jump Shot","3PT Field Goal",27,"Boston Celtics",149,229,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-27,2017,3975,1610612744,400975474,4,3,42,0,"Jump Shot","3PT Field Goal",24,"Boston Celtics",146,202,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,2,5,56,0,"Jump Shot","3PT Field Goal",26,"Chicago Bulls",-18,260,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-11,2017,3975,1610612744,400974935,3,11,22,1,"Jump Shot","2PT Field Goal",17,"Philadelphia 76ers",-3,174,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,3,7,18,0,"Jump Shot","2PT Field Goal",13,"Chicago Bulls",35,130,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,2,0,30,0,"Jump Shot","3PT Field Goal",27,"Chicago Bulls",107,251,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,3,3,16,0,"Jump Shot","3PT Field Goal",22,"Chicago Bulls",-225,-1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,3,5,16,0,"Jump Shot","3PT Field Goal",26,"Chicago Bulls",100,242,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-11,2017,3975,1610612744,400974935,3,2,13,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-67,249,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,3,2,36,0,"Jump Shot","3PT Field Goal",28,"Chicago Bulls",-9,285,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,2,6,31,1,"Jump Shot","3PT Field Goal",28,"Chicago Bulls",-29,280,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,2,8,16,0,"Jump Shot","3PT Field Goal",30,"Chicago Bulls",-110,289,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-11-24,2017,3975,1610612744,400975027,1,7,38,0,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",141,217,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-02-26,2017,3975,1610612744,400975646,3,4,28,1,"Jump Shot","2PT Field Goal",16,"New York Knicks",140,84,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,1,3,32,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-215,126,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,1,5,17,0,"Jump Shot","2PT Field Goal",16,"Atlanta Hawks",89,144,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,3,5,53,1,"Jump Shot","3PT Field Goal",26,"Atlanta Hawks",59,257,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,2,1,48,1,"Jump Shot","2PT Field Goal",15,"Atlanta Hawks",158,-1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,1,6,15,0,"Jump Shot","3PT Field Goal",25,"Atlanta Hawks",106,232,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,2,2,16,0,"Jump Shot","3PT Field Goal",25,"Atlanta Hawks",109,235,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,1,8,40,1,"Jump Shot","2PT Field Goal",17,"Atlanta Hawks",-109,132,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,1,10,37,0,"Jump Shot","3PT Field Goal",29,"Atlanta Hawks",83,279,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-03-23,2017,3975,1610612744,400975833,3,10,25,0,"Jump Shot","3PT Field Goal",26,"Atlanta Hawks",60,253,0,0.00,,0.00,0.00
